id,ime,cena,1.registracija,Prevoženih,Gorivo,Menjalnik,Motor,Baterija,Starost
22773912,BMW serija 5: 520d,6500.0,2011,340000 km,diesel motor,avtomatski menjalnik,"1995 ccm, 135 kW / 184 KM",,
22773904,BMW serija 3 Touring: 320i | M Sport Pro | Facelift | Odlično ohranjen,29980.0,2023,130000 km,bencinski motor,avtomatski menjalnik,"1998 ccm, 135 kW / 184 KM",,
22773898,BMW serija 5: 530d,2300.0,2003,420000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 160 kW / 218 KM",,
22773854,BMW serija X5: M50d Avt.,23990.0,2016,322000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 280 kW / 381 KM",,
22773837,BMW serija 2 Active Tourer: 218d AU TOMATIK Active Tourer Navi pdc ,7990.0,2015,200000 km,diesel motor,avtomatski menjalnik,"1995 ccm, 110 kW / 150 KM",,
22763450,BMW serija X5: xDrive 30d - M SPORT - 21 COL - VRHUNSKO STANJE,25990.0,2016,193850 km,diesel motor,avtomatski menjalnik,"2993 ccm, 190 kW / 258 KM",,
22773771,BMW serija X3: 2.0d usnje. navi. tempomat...,2900.0,2005,257000 km,diesel motor,ročni menjalnik,"1995 ccm, 110 kW / 150 KM",,
22773746,BMW serija 4 Coupe: 420d xDrive Coupe  M paket  Šibedah,15990.0,2015,190000 km,diesel motor,avtomatski menjalnik,"1995 ccm, 140 kW / 190 KM",,
22784167,BMW XM 50e xDrive Avt.,139000.0,2026,6000 km,hibridni pogon,avtomatski menjalnik,"2998 ccm, 350 kW / 476 KM",,
22722313,BMW XM 50e xDrive Avt. - NA ZALOGI,154725.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 350 kW / 476 KM",,NOVO
22732794,BMW serija X7: X7 xDrive40d Avt. Mpaket - NA ZALOGI,157234.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22764987,BMW serija X7: X7 xDrive40d Avt. M sport PRO - NA ZALOGI,155226.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22763534,BMW serija X7: X7 xDrive40d Avt.,154910.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22721188,BMW XM 50e xDrive | ZALOGA | ,148596.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 350 kW / 476 KM",,NOVO
22765021,BMW serija X7: X7 xDrive40d Avt. M Sport PRO - NA ZALOGI,152530.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22727741,BMW M5 BMW M5 TOURING G99 | COMFORT | B W | PANORAMA,131000.0,,,hibridni pogon,avtomatski menjalnik,"4395 ccm, 534 kW / 726 KM",,NOVO
20301374,BMW M3 CS xDrive V FOLIJI KOT NOV,168115.0,2024,6000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,
22544139,BMW M5 INDIVIDUAL-727KM-BOWERS-HLAJ-SED-LASER-KER-ZAVORE,129995.0,2025,17934 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 535 kW / 727 KM",,
22381320,BMW XM xDrive Avt. SLO 1 Lastnik ,129900.0,2024,18600 km,hibridni pogon,avtomatski menjalnik,"4395 ccm, 480 kW / 653 KM",,
22577784,BMW M5 INDIVIDUAL-730KM-BOWERS-HLAJ-SED-LASER-ACC-HEAD-21,138890.0,2025,7980 km,hibridni pogon,avtomatski menjalnik,"4395 ccm, 430 kW / 585 KM",,
20437830,BMW M3 CS xDrive Limited Edition,129789.0,2023,2040 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 405 kW / 551 KM",,
22608148,BMW serija X5: 40i xDrive G65 - dobava 2026,129654.0,,,bencinski motor,avtomatski menjalnik,"2998 ccm, 294 kW / 400 KM",,NOVO
22743886,BMW XM 50e xDrive Avt.,144955.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 350 kW / 476 KM",,NOVO
22473900,BMW serija X7: X7 xDrive40d Avt.,129000.0,2025,19581 km,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,
21459398,BMW serija X7: xDrive40d | Individual | Vsa oprema,129000.0,2025,19581 km,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,
22608149,BMW serija X5: 40d xDrive G65 - dobava 2026,128722.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 230 kW / 313 KM",,NOVO
22578791,BMW XM 50e xDrive Avt. na zalogi,148171.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 230 kW / 313 KM",,NOVO
22736809,BMW XM 50e xDrive Avt. NA ZALOGI DOBAVA TAKOJ,145453.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 350 kW / 476 KM",,NOVO
22437363,BMW XM 50e xD - NOVO VOZILO - DOBAVA TAKOJ,146590.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 230 kW / 313 KM",,NOVO
22243007,BMW M5 MAT- keramika,126990.0,2025,25300 km,hibridni pogon,avtomatski menjalnik,"4395 ccm, 535 kW / 727 KM",,
22689248,BMW M5 Touring M Drivers Paket CARBON KAM360 MAX Oprema,124990.0,2025,11400 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 535 kW / 727 KM",,
22599076,BMW serija X7: X7 xDrive40d Avt. M SPORT NA ZALOGI DOBAVA TAKOJ,145261.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,NOVO
22606176,BMW serija X5: xDrive40 Avt. G65 nov model - sprejemamo naročila,124701.0,,,bencinski motor,avtomatski menjalnik,"2998 ccm, 294 kW / 400 KM",,NOVO
21689294,BMW serija 7: M760e xDrive|Panorama|B W|360|Kuka|,124700.0,2023,38700 km,hibridni pogon,avtomatski menjalnik,"2998 ccm, 420 kW / 571 KM",,
22501585,BMW serija 7: 740i xD - NOV MODEL - SPREJEMAMO NAROČILA,123490.0,,,bencinski motor,avtomatski menjalnik,"2998 ccm, 294 kW / 400 KM",,NOVO
22501811,BMW serija 7: i7 50 xD - NOV MODEL - SPREJEMAMO NAROČILA,122980.0,,,elektro pogon,,335 kW,"112,5 kWh",NOVO
22415729,BMW serija X7: X7 xDrive40d Avt. NA ZALOGI,138585.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22736049,BMW M2 CS Coupe - NA ZALOGI,121229.0,,,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,NOVO
21949902,BMW XM 3.0 50e - NAROČILO - POSEBNA AKCIJA,138300.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 350 kW / 476 KM",,NOVO
22757740,BMW M5 xDrive|Pano|Hlaj|Bowers|HUD|ACC|360K|Garancija|,119990.0,2025,11500 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 535 kW / 727 KM",,
22610472,BMW serija X7: X7 xDrive40d | ZALOGA|  DOBAVA TAKOJ,142299.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,NOVO
22307094,BMW serija X6: X6 M Competition Avt.,119900.0,2024,18986 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 460 kW / 625 KM",,
21825982,BMW serija X7: xDrive40d M  PANORAMA  SLOVENJSKO POREKLO,119000.0,2024,22000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,
21565593,BMW serija X6: xDrive40d TOP OPREMA-ZALOGA,133912.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22785747,BMW M4 Competition xDrive Coupe Avt. - NA ZALOGI,126999.0,,,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,NOVO
22710536,BMW M5 xDrive Touring Bowers-Kljuka-Karbon-Panor.,118900.0,2025,19000 km,hibridni pogon,avtomatski menjalnik,"4395 ccm, 535 kW / 727 KM",,
20019402,BMW XM 4.4 SLO 1. LASTNIK,118900.0,2023,45000 km,hibridni pogon,avtomatski menjalnik,"4395 ccm, 480 kW / 653 KM",,
22775519,BMW XM 50e xDrive Avt - KOT NOVO - EL.KLJUKA,118900.0,2025,28000 km,hibridni pogon,avtomatski menjalnik,"2998 ccm, 350 kW / 476 KM",,
22610534,BMW serija X7: X7 xDrive40d | ZALOGA | POSEBNA AKCIJA,139495.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,NOVO
22608150,BMW serija X5: 40d xDrive G65 - dobava 2026,118643.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 230 kW / 313 KM",,NOVO
22703925,BMW serija X7: X7 xDrive40d Avt.,139495.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22724020,BMW M3 xDrive Competition | NA ZALOGI |,124530.0,,,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,NOVO
21706270,BMW M3 Competition xDrive  AT  NA ZALOGI,127010.0,,,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,NOVO
22774980,BMW serija 7: 740XD - M PRO - TV - ZRAČNO - B W - MASAŽA ,117990.0,2025,14000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22554634,BMW M3 xDrive Competition Avt.,127010.0,,,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,NOVO
21737561,BMW serija X5: xDrive40d M-Paket V PRIHODU,117697.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22790615,BMW serija X7: xD40d|M-Pro|IconicG|Pano|Air|HUD|ACC|Harman|Kljuka,94990.0,2025,16000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,
22675676,BMW serija X7: xD40d|M-Pro|SoftC|SkyL|Air|4WS|HUD|ACC|Kljuka|R23|,94990.0,2025,19000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,
22603330,BMW iX xDrive60 zračno Mat črna barva ,128078.0,2026,13500 km,elektro pogon,,400 kW,109 kWh,
22724986,BMW serija X6: xDrive30d Avt. - NA ZALOGI,111625.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,NOVO
22636800,BMW serija 7: 740d XD M-paket-TV-SKY-KAM360-SOFT…,94900.0,2023,44355 km,diesel motor,avtomatski menjalnik,"2993 ccm, 220 kW / 299 KM",,
22460117,BMW serija 7: 740xd PERLA BELA BARVA ,94500.0,2023,51200 km,diesel motor,avtomatski menjalnik,"2998 ccm, 220 kW / 299 KM",,
22344197,BMW serija X5: xD30d|MPro|SkyL|SoftC|Kljuka|HUD|ACC|360K|Hlaj|,93990.0,2026,4400 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22007261,BMW serija 5: 550e xDrive  AT  M Sport - na zalogi,107511.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 360 kW / 489 KM",,NOVO
22763250,BMW serija X5: xDrive30d Avt. Mpaket - NA ZALOGI,112576.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,NOVO
22721064,BMW serija X5: xDrive40d Avt. ZALOGA,117398.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,NOVO
22063180,BMW serija X5: xDrive30d M SPO ZALOGA-ZRAČNO-RADAR-KAM 360-VLEČNA,109500.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,NOVO
22781750,BMW XM 4.4 V8 xDrive Iconic-Bowers-360Kamere-Soft-23Alu,93880.0,2023,76861 km,hibridni pogon,avtomatski menjalnik,"4395 ccm, 480 kW / 653 KM",,
22551555,BMW M3 XDRIVE-COMP-AUT-LASER-KARBON-SLO-HARMANN-KAMERA-HU,92990.0,2026,5400 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,
21503019,BMW serija 5 Touring: 540d xDrive TOP OPREMA-ZALOGA,102491.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 223 kW / 303 KM",,NOVO
19069284,BMW serija X5: xDrive40d+ Laser+ Panorama + Kljuka + HUD,92666.0,2023,25841 km,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,
22761780,BMW M4 BMW M4 M4 COMPETITION-COUPE-LASER-CARBON-M PERFO,92490.0,2023,48000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
22715167,BMW M4 M4 COMPETITION-COUPE-LASER-CARBON-M PERFORMANCE-..,92490.0,2023,48000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
22142035,BMW serija X5: xD 30d - DOBAVA TAKOJ - POSEBNA AKCIJA,110948.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,NOVO
20953988,BMW serija X6: M Competition   Akrapovič,92000.0,2020,54647 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 441 kW / 600 KM",,
21522928,BMW serija X5: xDrive50e POSEBNA PONUDBA,109469.0,,,hibridni pogon,avtomatski menjalnik,"2998 ccm, 360 kW / 489 KM",,NOVO
22736079,BMW serija X6: xDrive30d Avt. - SLO - Full option,91880.0,2025,7630 km,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,
22135779,BMW serija X5: xD 30d - DOBAVA TAKOJ - POSEBNA AKCIJA,109513.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,NOVO
22729852,BMW serija 5: 540d xDrive Avt.,104208.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 220 kW / 299 KM",,NOVO
22778613,BMW M3 xDrive Competition Avt.-LASER-HLAJ-360-ACC-HK-...,89999.0,2025,13400 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,
22526241,BMW serija X5: M60i-V8-530KM-PANOR-HEAD-HARMAN-KAM360-ACC-22C,89995.0,2025,15037 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 390 kW / 530 KM",,
22578223,BMW serija X5: M60i-V8-530KM-ZRAČNO-PANOR-HLAJ-SED-MASAŽA-SOFT-22,89995.0,2024,30641 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 390 kW / 530 KM",,
22643931,BMW iX xDrive45,107391.0,,,elektro pogon,,300 kW,"94,8 kWh",NOVO
22648833,BMW M3 xDrive Competition Avt. |VIRTUAL|3D-KAM|HL-SED|TOP,89990.0,2025,30321 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,
22277114,BMW serija 5 Touring: 540d xDrive Touring Avt.,102799.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,NOVO
19213207,BMW serija 8 Gran Coupe: 840d xDrive-COMPETITION-Max oprema-Carbon,89990.0,2023,49600 km,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,
22084094,BMW serija X5: xDrive30d | Na zalogi | Dobava takoj | ,110948.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,NOVO
22369401,BMW serija X6: X6 xDrive30d- ACC-22C-HK-M PRO- KLJUKA- ZRAČNO ,130013.0,2025,19500 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22754604,BMW serija X6: xDrive40d - ZRAČNO - SKY PANO - ICONIC - MASAŽA,89990.0,2025,33000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,
21811997,BMW serija X5: xDrive50e M-SPORT PAKET+PANORAMA+HARMAN KARDON...,89980.0,2023,82280 km,hibridni pogon,avtomatski menjalnik,"2998 ccm, 230 kW / 313 KM",,
22530243,BMW iX xDrive45 M Sport Pro - NA ZALOGI,107304.0,,,elektro pogon,,300 kW,"94,8 kWh",NOVO
19610985,BMW M8 xDrive-COMPETITION,89900.0,2021,45000 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 460 kW / 625 KM",,
22554783,BMW serija X5: xDrive30d Avt.  M SPORT,109886.0,,,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,NOVO
22715022,BMW serija X6: xDrive30d Avt.,120577.0,2026,7500 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22767891,BMW M3 xDrive Competition FULL LED ACC HuD 360 KAMERA A20,89880.0,2025,17000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,
22359150,BMW iX xD 45 - POSEBNA PONUDBA,107339.0,,,elektro pogon,,300 kW,95 kWh,NOVO
22475227,BMW M4 COMPETITION - COUPE - M PERFORMANCE ,96500.0,2024,50000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
22741553,BMW M4 COMPETITION-XD-HLAJ-SED-KAM360-LASER-HEAD-HARMAN,88995.0,2024,39414 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
21921200,BMW M8 COMP-XD-LASER-HLAJ-SATIN-CRNA-INDIVIDUAL-ACC-KAM36,88990.0,2020,26200 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 460 kW / 625 KM",,
20615302,BMW serija 7: 740d xDrive M Sport HUD SkyLounge Iconic,88900.0,2024,29300 km,diesel motor,avtomatski menjalnik,"2993 ccm, 220 kW / 299 KM",,
22497554,BMW serija X5: X5 xDrive30d Avt.,104423.0,,5 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,NOVO
22472731,BMW M4 Competition xDrive- SLO - 1 lastnik - carbon - led,89900.0,2024,49500 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,
22163941,BMW serija X7: xDrive40d-M SPORT-LASER-SKYL-ZRAČNO-MASAŽA-HLAJEN,88888.0,2023,99000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,
22436816,BMW M8 Coupe Competition xDrive - 1 last SLO -,88870.0,2023,24075 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 460 kW / 625 KM",,
22698223,BMW serija X6: 30d-XD-M-PAKET-ZRAČNO-HLAJ-SED-KAM360-ACC-LASER-22,72995.0,2024,78495 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22712020,BMW serija X5: X5 xDrive30d Avt. FULL LED 360 KAM HEAD UP,74990.0,2024,19000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22606540,BMW serija X5: X5 xDrive30d Avt. FULL LED 360 KAM HEAD UP.,74990.0,2024,19000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22754294,BMW M3 xDrive Competition - LCI - KOT NOV - GRET. SED...,72950.0,2023,64000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
22742222,BMW serija X3: xDrive40d- M performance- MAX oprema- SLO,95927.0,2026,10000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 223 kW / 303 KM",,
22718056,BMW serija X6: xDriveM50i Avt.,72900.0,2023,84000 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 390 kW / 530 KM",,
22741988,BMW serija X3: xDrive20d NA ZALOGI,85173.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22741852,BMW serija X3: xDrive20d NA ZALOGI,85173.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22440343,BMW M5 Avt.,72500.0,2021,83000 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 441 kW / 600 KM",,
22525607,BMW serija X3: xDrive20d Avt.,85173.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
21739727,BMW serija X3: 30e xD - DOBAVA TAKOJ - FIX OM 3.99,88111.0,,,hibridni pogon,avtomatski menjalnik,"1998 ccm, 220 kW / 299 KM",,NOVO
22404601,BMW serija X3: X3 xDrive30e Avt.,88166.0,,,hibridni pogon,avtomatski menjalnik,"1998 ccm, 220 kW / 299 KM",,NOVO
22744328,BMW serija X3: xDrive30e NA ZALOGI,86677.0,,,hibridni pogon,avtomatski menjalnik,"1998 ccm, 220 kW / 299 KM",,NOVO
22554738,BMW serija X3: xDrive20d Avt. M SPORT,85121.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22367148,BMW serija X6: X6 M Avt.,71990.0,2021,64500 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 441 kW / 600 KM",,
22348991,BMW serija X6: X6 M Avt. - PANORAMA-ALU-KAMERA-NAVI.....,71990.0,2021,64500 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 460 kW / 625 KM",,
22399142,BMW serija X3: X3 xDrive20d Avt.,83319.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22557572,BMW serija X3: xDrive20d Avt. - NA ZALOGI,82390.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22001045,BMW serija X6: M Competition - 360 - Laser - Panorama - SoftC,,2021,93700 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 460 kW / 625 KM",,
22657884,BMW serija X7: X7 xDrive40d Avt.,71900.0,2023,155502 km,diesel motor,avtomatski menjalnik,"2993 ccm, 259 kW / 352 KM",,
22374723,BMW serija X3: 20 xDrive M Sport Pro ,82902.0,,,bencinski motor,avtomatski menjalnik,"1998 ccm, 153 kW / 208 KM",,NOVO
22785817,BMW M3 xDrive Competition Avt.,,2023,33500 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
21606311,BMW serija 5: 520d xDrive - DOBAVA TAKOJ,84700.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22780257,BMW serija X5: xDrive30d Avt.. TOP VOZILO,71500.0,2023,53000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22745346,BMW serija X3: xDrive20d NA ZALOGI,83792.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22385452,BMW serija X3: X3 xDrive20i Avt.,80406.0,,,bencinski motor,avtomatski menjalnik,"1998 ccm, 153 kW / 208 KM",,NOVO
22526935,BMW serija X3: xDrive20d Avt.,83792.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22769753,BMW M8 Competition xDrive PPF-BOWERS-CERAMIC,70990.0,2020,87846 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 460 kW / 625 KM",,
22135250,BMW serija 5 Touring: 550e xDrive  AT  - tovarniška garancija,70990.0,2025,30000 km,hibridni pogon,avtomatski menjalnik,"2998 ccm, 360 kW / 489 KM",,
22118608,BMW serija X1: X1 M35i xDrive  AT ,78625.0,,,bencinski motor,avtomatski menjalnik,"1998 ccm, 221 kW / 300 KM",,NOVO
22595900,BMW serija X3: xDrive30e  M Sport PRO | Kljuka | Harman | Headup,86677.0,,,hibridni pogon,avtomatski menjalnik,"1998 ccm, 220 kW / 299 KM",,NOVO
22754103,BMW serija X5: xDrive30d Avt.,70990.0,2024,92130 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
21433119,BMW iX3 50 xD - DOMET 805 km - WLTP,70900.0,,,elektro pogon,,345 kW,108 kWh,NOVO
22355413,BMW M4 Competition xDrive Coupé Avt.,70900.0,2021,94000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
22776276,BMW serija 5: 520d xDrive Avt. NA ZALOGI,81941.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22099192,BMW M2 LCI Race track pack. M Drivers pack,70500.0,2025,7500 km,bencinski motor,avtomatski menjalnik,"2998 ccm, 353 kW / 480 KM",,
22266117,BMW i4 M60,92752.0,2026,13500 km,elektro pogon,,442 kW,,
21487525,BMW M3 ROČNI MENJALNIK - SLO - MEMORY - LED - Hi-Fi,69990.0,2021,50000 km,bencinski motor,ročni menjalnik,"2993 ccm, 353 kW / 480 KM",,
22274207,BMW M4 COMPETITION TRACK LASER CARBON 360 HK SHADOW MPERF,69990.0,2022,43000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 375 kW / 510 KM",,
21734383,BMW M8 xDrive-Carbon-Led-Head-Up-usnje-kamera-alu20c-,69990.0,2020,138650 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 441 kW / 600 KM",,
22762791,BMW serija 5: 40d|xDrive|M-Pro|Pano|4WS|Bowers|HUD|Hlaj|ACC|36,69990.0,2025,39400 km,diesel motor,avtomatski menjalnik,"2993 ccm, 223 kW / 303 KM",,
22374626,BMW serija X3: 20 xDrive M Sport Pro ,80935.0,,,bencinski motor,avtomatski menjalnik,"1998 ccm, 153 kW / 208 KM",,NOVO
22768412,BMW serija X3: M50 xDrive Avt. M SPORT PACKAGE PRO,69990.0,2025,11027 km,bencinski motor,avtomatski menjalnik,"2998 ccm, 293 kW / 398 KM",,
22399323,BMW serija X3: X3 xDrive20d M Sport ZALOGA,81009.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22387605,BMW serija X3: X3 xDrive20i M Sport,78417.0,,,bencinski motor,avtomatski menjalnik,"1998 ccm, 153 kW / 208 KM",,NOVO
22788959,BMW serija X3: xDrive40d|MSPro+Panorama+Webasto+Kljuka+Harman+HUD,69990.0,2026,6500 km,diesel motor,avtomatski menjalnik,"2993 ccm, 223 kW / 303 KM",,
22498576,BMW serija X3: X3 xDrive20d Avt.,74121.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
22556399,BMW iX3 40 sDrive,62400.0,,,elektro pogon,,235 kW,"82,6 kWh",NOVO
22295223,BMW iX3 40 sDrive - SPREJEMAMO NAROČILA,62400.0,,,elektro pogon,,235 kW,"82,6 kWh",NOVO
22296489,BMW iX3 40 sDrive sprejemamo naročila,62400.0,,,elektro pogon,,250 kW,"82,6 kWh",NOVO
22295985,BMW iX3 40 sDrive SPREJEMAMO NAROČILA,62400.0,,,elektro pogon,,235 kW,"82,6 kWh",NOVO
19469596,BMW serija 5: 520d M Sport AKCIJA NAROČILO,71201.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
21065467,BMW serija 2 Gran Coupe: M 235i xDrive - NOV MODEL - DOBAVA TAKOJ,69065.0,,,bencinski motor,avtomatski menjalnik,"1998 ccm, 221 kW / 300 KM",,NOVO
21758156,BMW serija X6: xDrive30d M-OPTIK.BLACK EDITION.MAX OPREMA,62000.0,2020,86600 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22764750,BMW serija 5: 520i Avt. M-SPORT SAMO 20.000km,61999.0,2025,20000 km,bencinski motor,avtomatski menjalnik,"1998 ccm, 153 kW / 208 KM",,
22232344,BMW serija X3: X3 20d xDrive M SPORT ,72011.0,,,diesel motor,avtomatski menjalnik,"1995 ccm, 145 kW / 197 KM",,NOVO
19266438,BMW serija X6: M50d,61999.0,2020,135000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 294 kW / 400 KM",,
21483617,BMW M5 4.4 V8   Stage1 ,61995.0,2018,102150 km,bencinski motor,avtomatski menjalnik,"4395 ccm, 441 kW / 600 KM",,
22209391,BMW serija 3 Touring: M340i xDrive  AT ACC-VIRTUAL-360-PANORAMA,61990.0,2025,12000 km,bencinski motor,avtomatski menjalnik,"2998 ccm, 275 kW / 374 KM",,
