id,ime,cena,1.registracija,Prevoženih,Gorivo,Menjalnik,Motor,Baterija,Starost
22556717,Audi Q7 quattro 45 TDI Tiptronic - SLOVENSKO VOZILO,,2025,58176 km,diesel motor,avtomatski menjalnik,"2967 ccm, 170 kW / 231 KM",,
22605285,Audi A8 50 TDI quattro Tiptronic S line,62900.0,2022,68000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22290869,Audi Q8 50TDI 1.Lastnik SLO-Masaža .softclose .hlajenje,62690.0,2023,116000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
18866670,Audi Q7 50 TDI quattro S line,62499.0,2020,94676 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22608436,Audi A5 Avant TDI quattro 150kW S tronic...,70810.0,,,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,NOVO
22144895,Audi Q5 TDI quattro - TAKOJ NA VOLJO,,,,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,NOVO
22263192,Audi e-tron S quattro,62000.0,2022,70000 km,elektro pogon,,320 kW,95 kWh,
22365742,Audi Q8 quattro 55 TFSI e Tiptronic  priključni hibrid ,62000.0,2022,70000 km,hibridni pogon,avtomatski menjalnik,"2995 ccm, 250 kW / 340 KM",,
22035728,Audi R8 4.2 quattro R tronic,62000.0,2011,96900 km,bencinski motor,avtomatski menjalnik,"4163 ccm, 316 kW / 430 KM",,
22291466,Audi A6 Avant TFSI S tronic,61999.0,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
22574757,Audi A6 Avant TDI quattro-S tronic-S LINE-MATRIX-360°-USNJE-SLO,,2025,14033 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22055038,Audi Q5 Sportback TDI quattro - NA VOLJO AVGUST 2026,,2026,3000 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22180295,Audi Q6 e-tron Business e-tron quattro - TAKOJ NA VOLJO,61990.0,2026,3000 km,elektro pogon,,315 kW,100 kWh,
22790404,Audi Q8 50TDI|Q|S-Line|Pano|SoftC|Zračno|ACC|Hlaj|360K|,63890.0,2021,72000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22733540,Audi RS Q3 Sportback ,61990.0,2024,38000 km,bencinski motor,avtomatski menjalnik,"2480 ccm, 294 kW / 400 KM",,
22141072,Audi Q5 TDI quattro - TAKOJ NA VOLJO,,,,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,NOVO
22111799,Audi Q5 TDI quattro 150kW - TAKOJ NA VOLJO,,,,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,NOVO
22204045,Audi Q8 45 TDI S-Line Quattro,61450.0,2021,54116 km,diesel motor,avtomatski menjalnik,"2967 ccm, 170 kW / 231 KM",,
22733982,Audi Q4 e-tron performance Business,62021.0,,,elektro pogon,,89 kW,82 kWh,NOVO
22400575,Audi Q5 Q5 TDI quattro 150 kW,70579.0,,,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,NOVO
21949270,Audi Q5 TFSI-QUATTRO-S-LINE-VIRTUAL-FUL-LED-GRETJE,61390.0,2025,3034 km,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,
22671768,Audi A5 e-hyb. quattro S tronic - V PRIHODU - OKTOBER,,,,hibridni pogon,avtomatski menjalnik,"1984 ccm, 220 kW / 299 KM",,NOVO
22692367,Audi Q5 quattro TDI S tronic S line - VL. NAPRAVA - SLO,,2025,11411 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22085127,Audi Q5 Sportback TDI quattro ,59999.0,,,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,NOVO
22729501,Audi Q7 quattro 50 TDI S line Matrix. Zračno vzmetenje...,59999.0,2023,41000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22607034,Audi A6 Avant 2.0TFSI-3X-S-LINE-PANOR-MATRIX-ACC-KAMERA-MMI+-20C,59995.0,2025,24164 km,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,
22227972,Audi A5 e-hybrid quattro Business - V PRIHODU  - AVGUST,,2026,,hibridni pogon,avtomatski menjalnik,"1984 ccm, 220 kW / 299 KM",,
22770727,Audi A6 Avant TDI|QUATTRO|S-LINE|LED|360KAM|3XZASLON|VSE ASISTEN,59990.0,2026,2871 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22276712,Audi A6 Sportback e-tron A6 e-tron Sportback Business - TAKOJ NA VOLJO,59990.0,,,elektro pogon,,210 kW,,NOVO
22154544,Audi Q5 TDI quattro S-Line,59990.0,2026,5000 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22232526,Audi Q6 e-tron Performance Business - SLUŽBENO VOZILO,,2026,,elektro pogon,,225 kW,100 kWh,
22783829,Audi Q8 50TDI|Quattro|S-Line|Matrix|Pano|Zračno|ACC|23Col.,59990.0,2022,63000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22693175,Audi Q8 S LINE | ZRAČNO VZMETENJE | MATRIX LED | 360° KAME,59990.0,2021,114900 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22577675,Audi Q3 TDI S tronic - TAKOJ NA VOLJO,,,,diesel motor,avtomatski menjalnik,"1968 ccm, 110 kW / 150 KM",,NOVO
22513278,Audi Q3 Sportback TFSI quattro S tronic - V PRIHODU NOVEMBER,,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
22734539,Audi Q3 Sportback TFSI quattro S tronic 204KM ,52990.0,2026,9000 km,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,
22441222,Audi Q4 e-tron Bussiness - NOVI MODEL - NA VOLJO NOVEMBRA 2026,,2026,3000 km,elektro pogon,,210 kW,79 kWh,
22401017,Audi Q4 e-tron Performance Buss.- NOVI MODEL - TAKOJ NA VOLJO,54342.0,,,elektro pogon,,210 kW,,NOVO
22546038,Audi Q7 50 TDI quattro 3XS line+F1+ALU22+MATRIX+ZRAK+7 SED,52990.0,2020,139077 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22120102,Audi Q7 50 TDI Quattro S-line,52990.0,2020,157932 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22703740,Audi Q8 50 TDI S LINE SPORT Q RADAR HD MATRIX KAMERA USNJE,52990.0,2022,96000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22376385,Audi Q8 e-tron 55 quattro Advanced. S-line,52990.0,2023,49200 km,elektro pogon,,158 kW,,
22710747,Audi RS3 Limo 2.5 TFSI quattro S-tronic Matrix|ACC|Kamera,52990.0,2023,19224 km,bencinski motor,avtomatski menjalnik,"2480 ccm, 294 kW / 400 KM",,
21924652,Audi RS4 Avant TFSI quattro Aut - Masaža - ACC - HuD - 360 Kamere,52990.0,2020,100000 km,bencinski motor,avtomatski menjalnik,"2894 ccm, 331 kW / 450 KM",,
22483635,Audi RS5 Sportback 2.9 TFSI quattro-LASER-PANORAMA-ALU20,52990.0,2023,122800 km,bencinski motor,avtomatski menjalnik,"2984 ccm, 331 kW / 450 KM",,
20347686,Audi S7 ALU 21-HUD-NIGHT VISION-CERAMIC-ACC-360°-B O,52990.0,2019,145000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 257 kW / 349 KM",,
22671652,Audi A5 Avant quattro TDI S tronic,52900.0,2026,12220 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22706692,Audi Q5 Sportback quattro TDI S tronic,52900.0,2025,22830 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
21964882,Audi Q8 e-tron 55 quattro S line,52900.0,2023,61000 km,elektro pogon,,300 kW,114 kWh,
22557797,Audi S7 Sportback TDI quattro Tiptronic-MATRIX-ACC,52900.0,2019,92301 km,diesel motor,avtomatski menjalnik,"2967 ccm, 257 kW / 349 KM",,
22762224,Audi Q3 TFSI quattro S tronic - TAKOJ NA VOLJO,,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
21829048,Audi Q5 TFSI 150kW - NAROČIMO ZA VAS,,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
21620837,Audi Q5 TFSI - NAROČIMO ZA VAS ,,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
21977756,Audi Q3 Sportback TFSI S tronic 110kW,,,,bencinski motor,avtomatski menjalnik,"1498 ccm, 110 kW / 150 KM",,NOVO
22443368,Audi Q3 Sportback TFSI quattro ,,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
22471848,Audi A5 AVANT e-hybrid quattro Business - NAROČIMO ZA VAS,,,,hibridni pogon,avtomatski menjalnik,"1984 ccm, 185 kW / 252 KM",,NOVO
22724023,Audi A5 Avant TDI Q AVT. S-LINE BLACK LED-VIRT-ASIST-360K-KLJU..,51990.0,2025,23111 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22302831,Audi Q3 e-hybrid S tronic - DOBAVLJIVO SEPTEMBER 2026,,2026,3000 km,hibridni pogon,avtomatski menjalnik,"1498 ccm, 130 kW / 177 KM",,
22786452,Audi Q3 TDI S tronic,58467.0,2026,2000 km,diesel motor,avtomatski menjalnik,"1968 ccm, 110 kW / 150 KM",,
21703296,Audi Q5 Sportback 40 TDI Quattro S-Line,69782.0,2025,14899 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22148233,Audi Q7 50 TDI Q S-line LASER PANO 22 LUFT HEAD-UP ACC F1,51990.0,2022,141200 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22622605,Audi Q8 3.0 TDI Q. AUT. sLine|Acc|Matrix|Zračno|Kamera|Klj,51990.0,2019,143255 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22789831,Audi Q8 50 TDI°QUATTRO°S-LINE°SLOVENSKI°KAMERE°MATRIX°NA..,51990.0,2019,138200 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22754603,Audi Q8 QUATTRO - ZRAČNO - PANO - MATRIX - KAMERA - ...,51990.0,2019,165000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22065375,Audi RS Q3 Sportback 2.5 TFSI quattro|MATRIX|VIRTUAL|PANO|ACC|KAM|NAVI,51990.0,2020,85000 km,bencinski motor,avtomatski menjalnik,"2480 ccm, 294 kW / 400 KM",,
22558096,Audi SQ7 4.0 TDI 7 SEDEŽEV-LASER-PANO-KAM-KLJUKA-ALU.22-B O,51990.0,2019,155600 km,diesel motor,avtomatski menjalnik,"3956 ccm, 320 kW / 435 KM",,
21974724,Audi SQ7 V8 TDI qu|LASER|ACC|NIGHT-V|HUD|K-360°|WEBASTO|F1,,2020,158000 km,diesel motor,avtomatski menjalnik,"3956 ccm, 320 kW / 435 KM",,
22329492,Audi A5 quattro TDI S tronic S line - SLOVENSKO VOZILO,,2025,16906 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22710813,Audi Q6 e-tron Business e-tron Performance - SUBVENCIJA,,2025,26250 km,elektro pogon,,240 kW,100 kWh,
22750627,Audi Q8 quattro F1 3S Line ACC PANO MATRIX WEBASTO HEAD-UP,51900.0,2020,155000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22119802,Audi Q3 S-tronic 200kW Business TDI ,,,,diesel motor,avtomatski menjalnik,"1498 ccm, 200 kW / 272 KM",,NOVO
22644560,Audi Q3 Sportback TFSI quattro S tronic,51800.0,2026,9000 km,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,
22248195,Audi Q8 e-tron 55 quattro S line,51800.0,2023,100000 km,elektro pogon,,300 kW,114 kWh,
22298542,Audi Q3 Sportback TFSI quattro S tronic,57528.0,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
22593465,Audi A6 TDI quattro-MATRIX LED-KAMERA 360-EL. SEDEŽI-3xLCD,51490.0,2025,29000 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22181051,Audi Q3 Sportback TFSI quattro S tronic 150kW,,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
22779836,Audi Q3 Sportback TFSI S tronic,,,,bencinski motor,avtomatski menjalnik,"1498 ccm, 110 kW / 150 KM",,NOVO
21611362,Audi Q3 TDI S tronic ,,,,diesel motor,avtomatski menjalnik,"1968 ccm, 110 kW / 150 KM",,NOVO
22069191,Audi Q3 TFSI S tronic ,,,,bencinski motor,avtomatski menjalnik,"1498 ccm, 110 kW / 150 KM",,NOVO
21314464,Audi Q3 TFSI quattro 150kW - V PRIHODU NOVEMBER,,,,bencinski motor,avtomatski menjalnik,"1984 ccm, 150 kW / 204 KM",,NOVO
22401525,Audi Q4 Sportback e-tron Business - NOVI MODEL - NAROČIMO ZA VAS,47421.0,,,elektro pogon,,150 kW,59 kWh,NOVO
21824280,Audi Q5 Sportback 45 TFSI quattro S tronic S line 195kW,44990.0,2024,23143 km,bencinski motor,avtomatski menjalnik,"1984 ccm, 195 kW / 265 KM",,
22708901,Audi Q7 60 TFSI e QUATTRO 3.0 V6 456 PS 3XS-Line-SOH 97.2,49990.0,2020,104837 km,hibridni pogon,avtomatski menjalnik,"2996 ccm, 335 kW / 455 KM",,
22696930,Audi Q7 quattro 45 TDI Tiptronic-Vlečna kljuka-360 kamera.,44990.0,2019,84229 km,diesel motor,avtomatski menjalnik,"2967 ccm, 170 kW / 231 KM",,
22536489,Audi Q8 50 TDI S-line| Matrix| SoftC|Zračno|Pano|B O,44990.0,2021,181129 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22776370,Audi RS Q3 Sportback QUATTRO - PANO - S TRONIC - MATRIX - ,44990.0,2021,118000 km,bencinski motor,avtomatski menjalnik,"2480 ccm, 294 kW / 400 KM",,
22760144,Audi RS4 Avant quattro 2.9 TFSI Tiptronic...,44990.0,2018,165000 km,bencinski motor,avtomatski menjalnik,"2894 ccm, 331 kW / 450 KM",,
22783865,Audi S6 Avant |Samo 70.000 km|HD Matrix|Virtual Cockpit|,44990.0,2020,70000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 257 kW / 349 KM",,
22646167,Audi S5 Sportback PANO-RS SEDEŽI-LASER-AMBIENT-BO-20COL,46985.0,2023,99800 km,diesel motor,avtomatski menjalnik,"2967 ccm, 255 kW / 347 KM",,
22789508,Audi A7 55 TFSI quattro S tronic 250kW-S-LINE-S7-BLACKLINE,46950.0,2018,107000 km,bencinski motor,avtomatski menjalnik,"2995 ccm, 250 kW / 340 KM",,
21080087,Audi Q4 Sportback e-tron 40,47900.0,2023,31800 km,elektro pogon,,150 kW,82 kWh,
22768388,Audi Q4 Sportback e-tron 40 e-tron,44900.0,2020,57626 km,elektro pogon,,150 kW,82 kWh,
22787277,Audi RS4 Avant Quattro Matrix LED Navi  Bang Olufsen,44900.0,2018,106850 km,bencinski motor,avtomatski menjalnik,"2894 ccm, 331 kW / 450 KM",,
22514784,Audi S6 Avant TDI quattro Tiptronic,44900.0,2021,115435 km,diesel motor,avtomatski menjalnik,"2967 ccm, 253 kW / 344 KM",,
20572605,Audi Q8 50 TDI quattro 3xS-line-matrix-el.pomič.streha,44888.0,2019,211000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
21097677,Audi A3 40 TFSI e S line S tronic 150kW,44850.0,2022,24000 km,hibridni pogon,avtomatski menjalnik,"1395 ccm, 165 kW / 224 KM",,
22357285,Audi A6 3.0 50 TDI 3XS-LINE 360 KAMERA NAVI AKT. TEMP USNJ,44450.0,2022,47581 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22783972,Audi Q8 50 TDI 3X-S LINE-ZRAČNO VZEMETENJE-KLUKA-KAMERA,44450.0,2020,195000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22689912,Audi Q4 e-tron Performance Business,44258.0,,,elektro pogon,,210 kW,82 kWh,NOVO
22475403,Audi Q3 Sportback 35 TDI S line S tronic,44250.0,2024,,diesel motor,avtomatski menjalnik,"1968 ccm, 110 kW / 150 KM",,
22123939,Audi Q3 Sportback e-hybrid S-tronic Business - NAROČIMO ZA VAS,,,,hibridni pogon,avtomatski menjalnik,"1498 ccm, 200 kW / 272 KM",,NOVO
21528281,Audi Q7 55 TFSI e quattro S line,44000.0,2020,124000 km,hibridni pogon,avtomatski menjalnik,"2995 ccm, 280 kW / 381 KM",,
20613100,Audi Q7 50 TDI quattro-S line-LED-NAVI-VIRTUAL-ZRAČNO-ALU,43999.0,2021,145692 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22471730,Audi Q3 Sportback e-hybrid S tronic - NAROČIMO ZA VAS,,,,hibridni pogon,avtomatski menjalnik,"1498 ccm, 200 kW / 272 KM",,NOVO
20159335,Audi Q5 40 TDI quattro S tronic S line 150kW - 1. LASTNIK,43990.0,2022,74983 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22765905,Audi Q8 50 TDI QUATTRO°ZRAČNO°MATRIX°360°ACC°,43990.0,2019,172500 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22787526,Audi S6 Q|HD-Matrix|ACC|Memory|Kljuka|Zračno|Ambient,43990.0,2020,129000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 257 kW / 349 KM",,
22756251,Audi Q7 50 TDI Quattro Mhev Tiptronic Zrač. Vzmet.|Matrix|,,2021,95917 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22455793,Audi S6 Avant TDI Tiptronic,43900.0,2020,140900 km,diesel motor,avtomatski menjalnik,"2967 ccm, 257 kW / 349 KM",,
22687929,Audi SQ5 quattro TDI PANORAMA MATRIX 360 KAM 21” NEMŠKI ,43890.0,2021,112000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 251 kW / 341 KM",,
21589028,Audi Q8 50 TDI quattro S-LINE-MATIRX-PANO-360-ACC-SOFT,43888.0,2018,199999 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
21069397,Audi A7 50TDI Quattro S-line MATRIX 360 Zračno HUD WEBASTO,44888.0,2020,139862 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
21742227,Audi S6 TDI quattro tiptronic 257kW,43770.0,2021,219700 km,diesel motor,avtomatski menjalnik,"2967 ccm, 253 kW / 344 KM",,
22618498,Audi A6 Avant 50 TDI quattro S line -ZRAČNO VZM. HLAJENI SEDEŽI ,,2023,63966 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22760497,Audi A8 50 TDI-QUATTRO-S LINE-PANO-KAM360-MATRIX-ZRAČNO-,43500.0,2019,159329 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22776700,Audi Q5 Sportback quattro 40 TDI S line-kljuka-BangOlufsen-zračno,43500.0,2023,91900 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
22602269,Audi A6 Avant 40 TDI S tronic-KOT NOV,43490.0,2024,23500 km,diesel motor,avtomatski menjalnik,"1968 ccm, 150 kW / 204 KM",,
20740212,Audi A7 50 TDI quattro tiptronic,43490.0,2018,157000 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22716830,Audi RS3 Limuzina quattro|Matrix+Panorama+KeyGO+BangOlufsen,43490.0,2022,99000 km,bencinski motor,avtomatski menjalnik,"2480 ccm, 294 kW / 400 KM",,
22667735,Audi S6 Avant TDI QUATTRO-GOODWOOD GREEN,43490.0,2020,124710 km,diesel motor,avtomatski menjalnik,"2967 ccm, 257 kW / 349 KM",,
22064896,Audi Q3 TFSI S tronic ,,,,bencinski motor,avtomatski menjalnik,"1498 ccm, 110 kW / 150 KM",,NOVO
22706468,Audi A5 Avant ,42990.0,2025,5800 km,diesel motor,avtomatski menjalnik,"2000 ccm, 150 kW / 204 KM",,
22581372,Audi A6 Avant 50 TDI S-line Quattro,42990.0,2023,75344 km,diesel motor,avtomatski menjalnik,"2967 ccm, 210 kW / 286 KM",,
22471663,Audi Q3 e-hybrid S tronic - NAROČIMO ZA VAS,,,,hibridni pogon,avtomatski menjalnik,"1498 ccm, 200 kW / 272 KM",,NOVO
22404394,Audi Q3 Sportback TFSI S tronic - NA VOLJO NOVEMBRA 2026,,2026,3000 km,bencinski motor,avtomatski menjalnik,"1498 ccm, 110 kW / 150 KM",,
22790385,BMW serija 3: 330d xDrive M-SPORT|Pano|ACC|360kam|HeadUp|Keyless,53990.0,2025,14500 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22790370,BMW serija X5: xD40d|M|Laser|Zračno|ACC|360K|Masaža|Crystal|Hlaj.,55990.0,2021,95000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,
22790333,BMW serija X5: 30d XD MSPORT|360KAM|ACC|HK|NAVI|MEMORY|FULL LED..,40590.0,2019,168190 km,diesel motor,avtomatski menjalnik,"2993 ccm, 195 kW / 265 KM",,
22790293,BMW serija X5: xDrive30d M PRO ICONIC HEAD UP PANO KAM360 22COL,85900.0,2024,36000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 219 kW / 298 KM",,
22790288,BMW serija X1: sDrive18d M Sport - NAVI - KAMERA- JAMSTVO 1 LETO,14990.0,2019,187000 km,diesel motor,ročni menjalnik,"1995 ccm, 110 kW / 150 KM",,
22790283,BMW serija X5: xDrive30d|M-Pro|R22|IconcG|Kljuka|HUD|Harman|360K.,71990.0,2024,49800 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22790269,BMW serija X5: xD30d|M-Pro|R22|SoftC|Pano|Kljuka|HUD|Hlaj|360K|,69990.0,2024,59000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22790253,BMW serija 3 Touring: 318i Touring Avt.,20880.0,2022,65000 km,bencinski motor,avtomatski menjalnik,"1998 ccm, 115 kW / 156 KM",,
22790238,BMW serija 3: 318i,4500.0,1992,260000 km,bencinski motor,ročni menjalnik,"1796 ccm, 83 kW / 113 KM",,
22790232,BMW serija X6: xDrive40d Avt.-MSPORT-PANO-LASER-ICONIC-VK-HARMAN,54900.0,2022,157717 km,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,
22516460,BMW serija 3: 320d xDrive Avt. 190PS  24 MESECEV JAMSTVO ,33250.0,2023,50600 km,diesel motor,avtomatski menjalnik,"1995 ccm, 140 kW / 190 KM",,
22268598,BMW serija 5: 520d AUT-M PAKET-HEAD UP-NAVI-XENON-PDC-ODLIČEN,10980.0,2013,295132 km,diesel motor,avtomatski menjalnik,"1995 ccm, 135 kW / 184 KM",,
22790203,BMW serija 7: 750Ld xDrive - INDIVIDUAL - PROTOKOLARNO VOZILO,17000.0,2014,361000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 280 kW / 381 KM",,
22790202,BMW serija X5: M50d|Laser|SkyL|Hlajenje|Masaža|ACC|SoftC|Harman|.,43990.0,2020,185000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 294 kW / 400 KM",,
22692741,BMW serija 5 Touring: 540d xDrive-LASER-SOFT-HUD-360KAM-NAPA-INDIVIDUAL,27990.0,2021,188250 km,diesel motor,avtomatski menjalnik,"2993 ccm, 250 kW / 340 KM",,
22790191,BMW serija 3: M340i xDrive LASER-Panor-KAM360-ACC-Harman,42480.0,2020,130214 km,bencinski motor,avtomatski menjalnik,"2998 ccm, 275 kW / 374 KM",,
22790183,BMW Z4 Roadster M40i Avt.,48900.0,2022,36500 km,bencinski motor,avtomatski menjalnik,"2998 ccm, 250 kW / 340 KM",,
22790178,BMW serija X5: xDrive25d Sport Acc - Kamera- Led- Virtual- Memo..,46990.0,2022,98500 km,diesel motor,avtomatski menjalnik,"1995 ccm, 170 kW / 231 KM",,
22790169,BMW serija X5: xDrive40i M Avt. zračno vzmeten-webasto-laser-ACC,52900.0,2020,106769 km,bencinski motor,avtomatski menjalnik,"2998 ccm, 250 kW / 340 KM",,
22790160,BMW serija 3 Touring: 318d AUT.-MENJANA VERIGA-ALU 18-NAVI-TEMP-LED-PDC,5790.0,2013,324500 km,diesel motor,avtomatski menjalnik,"1995 ccm, 105 kW / 143 KM",,
22433677,BMW serija X1: 20d - xDrive - M Sport - LED - HUD - Memory- Kame,19990.0,2019,169000 km,diesel motor,avtomatski menjalnik,"1995 ccm, 140 kW / 190 KM",,
22178233,BMW serija X1: X1 xDrive25d HEADUP-PANORAMA-LED-V.KLJUKA-KEYLESS,13990.0,2017,233700 km,diesel motor,avtomatski menjalnik,"1995 ccm, 170 kW / 231 KM",,
21774047,BMW serija 5: 520i SLO.POREKLO-LED-NAVI-19col-AMBIENT-KOT NOV,17690.0,2018,169000 km,bencinski motor,avtomatski menjalnik,"1998 ccm, 135 kW / 184 KM",,
22790101,BMW serija X5: xDrive30d Avt. M optic,45000.0,2020,120000 km,diesel motor,avtomatski menjalnik,"2993 ccm, 210 kW / 286 KM",,
22790100,BMW i4 M50 xD5IVE Grand Coupe,44950.0,2023,18070 km,elektro pogon,,400 kW,"83,9 kWh",
22790056,BMW M4 Competition TRACK CARBON xD|Slo|HUD|ACC|Harman|3..,69990.0,2023,83000 km,bencinski motor,avtomatski menjalnik,"2993 ccm, 390 kW / 530 KM",,
22790045,BMW serija 2 Active Tourer: 218d Active Tourer Luxury Line Avt.,21950.0,2022,100235 km,diesel motor,avtomatski menjalnik,"1995 ccm, 110 kW / 150 KM",,
22734309,BMW serija 2 Active Tourer: 218i Business Design Avt.|Pano|Kamera|5LET JAMSTVA,,2023,92234 km,bencinski motor,avtomatski menjalnik,"1499 ccm, 100 kW / 136 KM",,
22733017,BMW serija 3 Touring: 320e PHEV xDrive Avt.|Laser|Kljuka|ACC|Head-up|,,2023,103877 km,hibridni pogon,avtomatski menjalnik,"1998 ccm, 150 kW / 204 KM",,
22732895,BMW iX3 Charged M SPORT|Pano|Memory|ACC|Gr.sed.|,,2024,40830 km,elektro pogon,,210 kW,80 kWh,
22732798,BMW serija 3 Touring: 318D Aut. Design|Koti|Kamera|Memory|+5 LET JAMSTVA,,2022,97575 km,diesel motor,avtomatski menjalnik,"1995 ccm, 110 kW / 150 KM",,
22789979,BMW serija X4: 20XD-AUT-M-PAKET-LED-LANE-ASSIST-KAMERA-NAVI-F1-PD,31950.0,2020,120000 km,diesel motor,avtomatski menjalnik,"1995 ccm, 140 kW / 190 KM",,
22789960,BMW serija 3: 318d Sport Line Avt. Xenon Led Pdc Alu ,12490.0,2016,232000 km,diesel motor,avtomatski menjalnik,"1995 ccm, 110 kW / 150 KM",,
22789955,BMW serija X3: xDrive 20d Advantage Avt.,24900.0,2018,169900 km,diesel motor,avtomatski menjalnik,"1995 ccm, 140 kW / 190 KM",,
